,entita,label,count,types,occurrences,plain_text,sentiment_mean,sentiment_median
345,<__main__.Entity object at 0x7f6723d3f748>,Violence_Against_Women_Act,2,[],"{440, 458}",{'Violence Against Women Act'},0.625,0.625
346,<__main__.Entity object at 0x7f67238bbb38>,Glass_ceiling,8,[],"{1474, 451, 2551, 2378, 2475, 1196, 1524, 1463}","{'glass ceiling', 'glass ceilings'}",0.09861111111111111,0.0
347,<__main__.Entity object at 0x7f6723d3f978>,Islamic_holidays,2,[],{459},{'Eid'},0.0,0.0
348,<__main__.Entity object at 0x7f6723936780>,Sacrifice_in_Maya_culture,7,[],"{1097, 459, 1195, 2541, 1207, 697, 478}",{'sacrifice'},0.14285714285714288,0.0
349,<__main__.Entity object at 0x7f67238d7c50>,Hosni_Mubarak,2,"['Person', 'Agent', 'Politician']","{2576, 459}",{'Mubarak'},0.35,0.35
350,<__main__.Entity object at 0x7f67239c4668>,Politician,3,[],"{2089, 851, 460}","{'politician', 'stateswoman'}",0.26666666666666666,0.0
351,<__main__.Entity object at 0x7f6723a433c8>,California_Republican_Party,2,"['Organisation', 'Agent', 'PoliticalParty']","{1835, 461}",{'Republicans'},0.45,0.45
352,<__main__.Entity object at 0x7f6723d4b6a0>,Historically_black_colleges_and_universities,2,[],"{462, 471}","{'HBCU', 'HBCUs'}",0.2142857142857143,0.2142857142857143
353,<__main__.Entity object at 0x7f6723d3c940>,National_Collegiate_Athletic_Association,1,"['Agent', 'Organisation']",{464},{'NCAA'},0.2857142857142857,0.2857142857142857
354,<__main__.Entity object at 0x7f6723d3c668>,LGBT_rights_opposition,1,[],{464},{'anti-LGBT'},0.2857142857142857,0.2857142857142857
355,<__main__.Entity object at 0x7f6723d3c978>,Public_Facilities_Privacy_&_Security_Act,1,[],{464},{'HB2 law'},0.2857142857142857,0.2857142857142857
356,<__main__.Entity object at 0x7f67238e17b8>,Racing,5,[],"{1413, 619, 1422, 466, 2588}",{'race'},-0.12,0.0
357,<__main__.Entity object at 0x7f6723d3cc18>,Defensive_tackle,2,[],"{466, 470}",{'tackle'},0.0,0.0
358,<__main__.Entity object at 0x7f6723d3c240>,Drag_queen,1,[],{469},{'drag'},-0.012500000000000002,-0.012500000000000002
359,<__main__.Entity object at 0x7f6723d4b588>,Drastic_Measures,1,"['Work', 'MusicalWork', 'Album']",{475},{'drastic measures'},0.5,0.5
360,<__main__.Entity object at 0x7f6723d4bef0>,Debt_collection,1,[],{477},{'debt collector'},0.2,0.2
361,<__main__.Entity object at 0x7f6723af4908>,Ku_Klux_Klan,7,[],"{804, 806, 1709, 1621, 792, 1529, 479}","{'KKK', 'Ku Klux Klan'}",0.15595238095238095,0.25
362,<__main__.Entity object at 0x7f6723a5c780>,Applied_Digital_Data_Systems,2,[],"{483, 1939}",{'adds'},-0.21666666666666665,-0.21666666666666665
363,<__main__.Entity object at 0x7f6723a60128>,United_States_dollar,3,['Currency'],"{1924, 485, 894}","{'dollar', 'cents'}",0.06666666666666665,0.0
364,<__main__.Entity object at 0x7f67237fafd0>,Tax_Cuts_and_Jobs_Act_of_2017,5,[],"{960, 2851, 836, 485, 1009}",{'tax cuts'},0.2375,0.2
365,<__main__.Entity object at 0x7f6723d3c4a8>,Charity_assessment,1,[],{486},{'charity watchdogs'},0.0,0.0
366,<__main__.Entity object at 0x7f6723d4e1d0>,Calculator,1,[],{490},{'calculator'},0.2,0.2
367,<__main__.Entity object at 0x7f672391ae80>,Asteroid_family,4,[],"{1210, 490, 2400, 2454}","{'family', 'mis'}",-0.3,-0.2
368,<__main__.Entity object at 0x7f67239f2390>,Student_loan,2,[],"{490, 2170}",{'student loans'},0.16818181818181818,0.16818181818181818
369,<__main__.Entity object at 0x7f6723d4e6d8>,Horror_film,1,[],{492},{'horror'},0.3333333333333333,0.3333333333333333
370,<__main__.Entity object at 0x7f6723c94940>,Painting,3,[],"{498, 869, 493}",{'painting'},0.09166666666666667,0.025
371,<__main__.Entity object at 0x7f6723d4e860>,Internal_Revenue_Service,1,[],{496},{'IRS'},-0.25,-0.25
372,<__main__.Entity object at 0x7f6723d4e278>,Campaign_finance,1,[],{496},{'political donation'},-0.25,-0.25
373,<__main__.Entity object at 0x7f6723816320>,Economy_of_the_United_States,7,[],"{1185, 1218, 497, 2903, 1082, 2332, 2302}","{'U.S. economy', 'American economy'}",0.010714285714285716,0.0
374,<__main__.Entity object at 0x7f67237b15f8>,Faith,12,[],"{1377, 3171, 1642, 1389, 2094, 2319, 3182, 502, 2008, 1656, 537}",{'faith'},0.015030991735537185,0.09375
375,<__main__.Entity object at 0x7f6723d57668>,Camera_lens,1,[],{504},{'lens'},0.0,0.0
376,<__main__.Entity object at 0x7f672377c5f8>,LGBT_rights_by_country_or_territory,14,[],"{2368, 3075, 2246, 2346, 1739, 2638, 2223, 2961, 3093, 1655, 2585, 1338, 508}","{'gay rights', 'LGBT rights', 'equality', 'Gay rights'}",0.1313034188034188,0.16666666666666666
377,<__main__.Entity object at 0x7f6723bd4470>,Democratic_National_Committee,5,"['Organisation', 'Agent', 'Company']","{1186, 582, 1198, 883, 509}",{'DNC'},0.175,0.0
378,<__main__.Entity object at 0x7f6723d57e80>,White_House_Press_Secretary,1,[],{509},{'Press Secretary'},0.125,0.125
379,<__main__.Entity object at 0x7f67239ea198>,Transgender,3,[],"{1208, 509, 2127}",{'trans'},0.15,0.125
380,<__main__.Entity object at 0x7f6723d57940>,Wells_Fargo,1,"['Organisation', 'Company', 'Agent', 'Bank']",{510},{'Wells Fargo'},0.1111111111111111,0.1111111111111111
381,<__main__.Entity object at 0x7f6723d57898>,Elaine_Benes,1,"['Agent', 'FictionalCharacter']",{512},{'Elaine'},0.0,0.0
382,<__main__.Entity object at 0x7f6723d57ba8>,Trail_blazing,1,[],{512},{'blazed'},0.0,0.0
383,<__main__.Entity object at 0x7f6723d57fd0>,North_Korea,1,"['PopulatedPlace', 'Place', 'Location', 'Country']",{513},{'North Korea'},-1.0,-1.0
384,<__main__.Entity object at 0x7f6723d57cc0>,2006_North_Korean_nuclear_test,1,[],{513},{'nuclear test'},-1.0,-1.0
385,<__main__.Entity object at 0x7f67237df3c8>,Philadelphia,8,"['Settlement', 'PopulatedPlace', 'Place', 'Location', 'City']","{514, 3082, 3083, 1558, 1241, 922, 2041, 1662}",{'Philadelphia'},0.2721590909090909,0.19318181818181818
386,<__main__.Entity object at 0x7f6723d59710>,Corruption,1,[],{515},{'corruption'},0.0,0.0
387,<__main__.Entity object at 0x7f6723916320>,Counter-terrorism,3,[],"{1480, 2443, 516}","{'counter-terrorism', 'counterterrorism'}",0.24848484848484848,0.2
388,<__main__.Entity object at 0x7f6723780e10>,Zika_virus,22,[],"{2689, 517, 1062, 814, 3121, 3124, 3125, 3127, 3129, 2375, 3143, 1233, 852, 3032, 2780, 604, 2784, 609, 2791, 885, 3064}","{'Zika virus', 'Zika'}",0.10162148697862983,0.0
389,<__main__.Entity object at 0x7f6723a756d8>,Disaster,6,[],"{519, 1901, 849, 1651, 1364, 699}",{'disaster'},-0.08402777777777777,0.0
390,<__main__.Entity object at 0x7f6723ccf080>,Tantrum,3,[],"{520, 553, 698}","{'temper tantrums', 'tantrum', 'temper tantrum'}",0.08333333333333333,0.0
391,<__main__.Entity object at 0x7f6723d599e8>,Rock_music,1,"['TopicalConcept', 'Genre', 'MusicGenre']",{521},{'rock'},0.275,0.275
392,<__main__.Entity object at 0x7f6723d59940>,Divine_grace,2,[],{525},{'grace'},0.6,0.6
393,<__main__.Entity object at 0x7f6723b7cd68>,Humility,2,[],"{526, 1294}","{'humility', 'Humility'}",0.175,0.175
394,<__main__.Entity object at 0x7f672395cba8>,Assault,2,[],"{529, 2390}",{'assault'},-0.02840909090909091,-0.02840909090909091
395,<__main__.Entity object at 0x7f6723d59e10>,Jim_Crow_laws,1,[],{529},{'Jim Crow'},-0.125,-0.125
396,<__main__.Entity object at 0x7f672379b748>,Suffrage,12,[],"{1824, 546, 3075, 759, 3150, 3119, 529, 1972, 3061, 1655, 828, 3007}","{'enfranchise', 'voting rights', 'suffrage'}",0.09062500000000001,0.0
397,<__main__.Entity object at 0x7f67237946d8>,Every_Child_(film),3,"['Work', 'Film']","{530, 3123, 2292}",{'Every child'},0.3193434343434343,0.3
398,<__main__.Entity object at 0x7f6723833898>,Love_(Kendrick_Lamar_song),3,"['Work', 'MusicalWork', 'Song']","{530, 3011, 1430}",{'love.'},0.44747474747474747,0.5
399,<__main__.Entity object at 0x7f6723d5fdd8>,Head-on_collision,1,[],{531},{'head-on'},-0.4,-0.4
400,<__main__.Entity object at 0x7f6723c357f0>,Rosa_Parks,2,"['Agent', 'Person']","{1132, 532}",{'Rosa Parks'},0.4,0.4
401,<__main__.Entity object at 0x7f672379bf60>,Gun_violence,28,[],"{2569, 1930, 533, 2329, 1948, 1949, 1438, 3101, 2336, 1442, 1443, 2338, 2340, 2342, 2867, 1977, 2364, 1093, 3152, 2259, 2773, 2264, 2393, 1638, 2279, 2028, 2036, 2425}","{'gun violence', 'Gun violence'}",-0.011507936507936514,0.0
402,<__main__.Entity object at 0x7f67237919e8>,Drinking_water,2,[],"{3123, 534}",{'clean water'},0.4480808080808081,0.4480808080808081
403,<__main__.Entity object at 0x7f67237aca20>,ZIP_Code,2,[],"{3212, 534}",{'zip code'},0.4361111111111111,0.4361111111111111
404,<__main__.Entity object at 0x7f6723a3d748>,Crime,4,[],"{536, 1028, 1733, 1861}",{'crime'},-0.35083333333333333,-0.25
405,<__main__.Entity object at 0x7f6723d5ff98>,Kansas_City_metropolitan_area,1,[],{537},{'Kansas City'},0.13636363636363635,0.13636363636363635
406,<__main__.Entity object at 0x7f6723ce0e10>,Mental_health,9,[],"{713, 718, 721, 723, 724, 634, 696, 538, 573}",{'mental health'},0.06851851851851852,-0.03333333333333333
407,<__main__.Entity object at 0x7f6723d59eb8>,Cree,1,['EthnicGroup'],{541},{'cree'},0.0,0.0
408,<__main__.Entity object at 0x7f67237aae80>,Portland_Timbers_U23s,17,"['SportsClub', 'Organisation', 'Agent', 'SoccerClub']","{3168, 2557, 2595, 3115, 2574, 2832, 1649, 1778, 2001, 2131, 1685, 3224, 1337, 2268, 541}",{'por'},0.0,0.0
409,<__main__.Entity object at 0x7f6723d69240>,Vea,1,"['WrittenWork', 'Work', 'PeriodicalLiterature', 'Magazine']",{541},{'Vea'},0.0,0.0
410,<__main__.Entity object at 0x7f6723c3e3c8>,Internet_forum,2,[],"{880, 542}",{'forum'},0.2,0.2
411,<__main__.Entity object at 0x7f6723ac1ef0>,Vladimir_Putin,9,"['Person', 'Agent', 'Politician']","{1636, 552, 878, 559, 560, 1138, 1109, 568, 542}","{'Putin', 'Vladimir Putin'}",0.0998015873015873,0.09999999999999999
412,<__main__.Entity object at 0x7f6723d5fd68>,Cherished,1,"['Work', 'MusicalWork', 'Album']",{544},{'cherished'},0.5,0.5
413,<__main__.Entity object at 0x7f67237805c0>,Equal_pay_for_equal_work,18,[],"{2688, 545, 3074, 3044, 2245, 3142, 2857, 1274, 3148, 3054, 2320, 1973, 1174, 3063, 826, 2747, 2908}","{'equal pay', 'pay equity'}",0.05216503267973856,0.0
414,<__main__.Entity object at 0x7f67237bbb38>,Coal_mining,2,[],"{548, 2991}","{'coal miners', 'coal miner'}",-0.1875,-0.1875
415,<__main__.Entity object at 0x7f67237e6ef0>,Franklin_D._Roosevelt,5,"['Person', 'Agent', 'Politician']","{3077, 549, 2280, 1843, 1303}","{'FDR', 'Franklin Roosevelt'}",0.09333333333333334,0.0
416,<__main__.Entity object at 0x7f6723d5f908>,The_House_(2017_film),1,[],{550},{'The House'},0.2,0.2
417,<__main__.Entity object at 0x7f6723c61be0>,Money_management,2,[],"{960, 550}",{'money managers'},0.1,0.1
418,<__main__.Entity object at 0x7f6723d01f60>,Sexual_assault,2,['Disease'],"{559, 551}",{'sexual assault'},0.17,0.17
419,<__main__.Entity object at 0x7f6723d6ed68>,Soul,1,[],{554},{'soul'},0.25,0.25
420,<__main__.Entity object at 0x7f6723d6efd0>,Asphalt_concrete,1,[],{554},{'tarmac'},0.25,0.25
421,<__main__.Entity object at 0x7f67238259e8>,Uniform,3,[],"{611, 556, 3014}",{'uniform'},-0.09999999999999999,0.0
422,<__main__.Entity object at 0x7f6723d014a8>,Matt_Lauer,1,"['Agent', 'Person']",{557},{'Matt Lauer'},0.0,0.0
423,<__main__.Entity object at 0x7f6723d01f98>,Trifecta,1,[],{559},{'trifecta'},0.5,0.5
424,<__main__.Entity object at 0x7f6723d01e80>,Blame,1,[],{559},{'Blame'},0.5,0.5
425,<__main__.Entity object at 0x7f6723a581d0>,Memory_management,2,[],"{561, 1884}",{'heap'},-0.008333333333333335,-0.008333333333333335
426,<__main__.Entity object at 0x7f6723986630>,Unqualified_(podcast),7,[],"{610, 1161, 1135, 562, 918, 953, 2203}",{'unqualified'},0.0,0.0
427,<__main__.Entity object at 0x7f6723a43b70>,Toda_people,2,['EthnicGroup'],"{569, 1821}",{'todas'},-0.05,-0.05
428,<__main__.Entity object at 0x7f67238750f0>,Brain,4,['AnatomicalStructure'],"{2009, 570, 2871, 2615}",{'brain'},0.28032196969696965,0.3202272727272727
429,<__main__.Entity object at 0x7f67237edb38>,Health_care,12,[],"{962, 1987, 1700, 3074, 2024, 1387, 2380, 3025, 1270, 3063, 3006, 575}","{'health care', 'Health care'}",0.05693241943241943,0.0
430,<__main__.Entity object at 0x7f67238e7b00>,Privatization,4,[],"{576, 1608, 2612, 1973}","{'privatize', 'privatized'}",0.03333333333333333,0.008333333333333333
431,<__main__.Entity object at 0x7f6723a43470>,General_officers_in_the_Confederate_States_Army,2,[],"{582, 1831}",{'Gen.'},0.0,0.0
432,<__main__.Entity object at 0x7f6723d75160>,John_R._Allen,1,"['Person', 'Agent', 'Politician']",{582},{'John Allen'},0.0,0.0
433,<__main__.Entity object at 0x7f672387af98>,Confidence_trick,5,[],"{2656, 2118, 583, 2643, 2652}",{'scam'},0.12727272727272726,0.0
434,<__main__.Entity object at 0x7f6723b7d9b0>,Fishing_bait,3,[],"{585, 954, 1260}",{'bait'},0.0,0.0
435,<__main__.Entity object at 0x7f6723d75390>,Entry-level_job,1,[],{588},{'entry-level job'},0.2,0.2
436,<__main__.Entity object at 0x7f6723cfe668>,Madeleine_(cake),1,['Food'],{590},{'madeleine'},1.0,1.0
437,<__main__.Entity object at 0x7f6723cfe390>,Leon_Panetta,1,"['Person', 'Agent', 'Politician']",{590},{'Leon Panetta'},1.0,1.0
438,<__main__.Entity object at 0x7f6723b32278>,Download,2,[],"{1618, 591}",{'Download'},0.5125000000000001,0.5125000000000001
439,<__main__.Entity object at 0x7f6723b32e10>,Mobile_app,3,[],"{1618, 1092, 591}","{'mobile app', 'app'}",0.38712121212121214,0.225
440,<__main__.Entity object at 0x7f6723cfed30>,Sabotage,1,[],{592},{'sabotage'},0.0,0.0
441,<__main__.Entity object at 0x7f672384a8d0>,Tiene,7,[],"{2114, 1125, 2598, 2474, 2767, 593, 2810}",{'tiene'},0.0,0.0
442,<__main__.Entity object at 0x7f6723cfe320>,Trust_(Jaci_Velasquez_album),1,"['Work', 'MusicalWork', 'Album']",{593},{'confío'},0.0,0.0
443,<__main__.Entity object at 0x7f6723927048>,Ella_Chen,2,"['Agent', 'Person']","{593, 2474}","{'ella', 'Ella'}",0.0,0.0
444,<__main__.Entity object at 0x7f6723791898>,Paralympic_Games,3,[],"{593, 2763, 3133}",{'Para'},0.0,0.0
445,<__main__.Entity object at 0x7f6723a7b550>,Primero,2,[],"{593, 1740}","{'Primero', 'primero'}",0.0,0.0
446,<__main__.Entity object at 0x7f6723cfec50>,United_States_Navy_SEALs,1,"['Organisation', 'Agent', 'MilitaryUnit']",{595},{'SEALs'},0.125,0.125
447,<__main__.Entity object at 0x7f67238fdb00>,Arabic_name,3,[],"{2417, 595}",{'bin'},0.0625,0.0625
448,<__main__.Entity object at 0x7f67237bb7f0>,Safety,4,[],"{2130, 595, 2789, 2991}",{'safety'},-0.18125000000000002,-0.1875
449,<__main__.Entity object at 0x7f6723a1b390>,California_Democratic_Party,2,"['Organisation', 'Agent', 'PoliticalParty']","{1994, 596}","{'Democrat', 'Democratic'}",0.0,0.0
450,<__main__.Entity object at 0x7f6723a23f28>,World,3,[],"{2071, 597, 1189}",{'World'},0.0,0.0
451,<__main__.Entity object at 0x7f6723bda9b0>,Humayun_Khan_(soldier),2,"['Agent', 'Person']","{602, 1229}",{'Humayun Khan'},0.25,0.25
452,<__main__.Entity object at 0x7f6723d045f8>,Funding,1,[],{604},{'defunding'},0.5,0.5
453,<__main__.Entity object at 0x7f6723d046d8>,Confederate_States_of_America,1,"['PopulatedPlace', 'Place', 'Location', 'Country']",{604},{'Confederate'},0.5,0.5
454,<__main__.Entity object at 0x7f6723d04f60>,Flag,1,[],{604},{'flag'},0.5,0.5
455,<__main__.Entity object at 0x7f672397c1d0>,Energy_superpower,4,[],"{1050, 1023, 2198, 607}",{'energy superpower'},0.22916666666666669,0.18333333333333335
456,<__main__.Entity object at 0x7f6723b161d0>,Independent_politician,3,[],"{616, 1288, 1578}","{'independent', 'Independents'}",0.06666666666666668,0.0
457,<__main__.Entity object at 0x7f67239cbdd8>,Hit_song,6,[],"{1056, 618, 1002, 2110, 1115, 1150}",{'hits'},0.08825757575757576,0.06818181818181818
458,<__main__.Entity object at 0x7f6723aaa898>,Stronger_(Kelly_Clarkson_album),3,"['Work', 'MusicalWork', 'Album']","{1816, 1515, 622}",{'Stronger'},0.04545454545454545,0.0
459,<__main__.Entity object at 0x7f67239f2438>,New_Hampshire,4,"['Region', 'PopulatedPlace', 'Place', 'Location', 'AdministrativeRegion']","{1992, 2162, 1997, 623}","{'New Hampshire', 'NH'}",0.08787878787878788,0.10757575757575757
460,<__main__.Entity object at 0x7f6723d10710>,Clinton_Foundation,1,"['Agent', 'Organisation']",{625},{'Clinton Foundation'},0.16,0.16
461,<__main__.Entity object at 0x7f6723d10128>,Discourse,1,[],{626},{'discourse'},-0.10000000000000002,-0.10000000000000002
462,<__main__.Entity object at 0x7f6723d105c0>,Gender_equality,1,[],{626},{'gender equality'},-0.10000000000000002,-0.10000000000000002
463,<__main__.Entity object at 0x7f672380b2b0>,Human_rights,9,[],"{1319, 2346, 2924, 627, 756}","{'human', 'Human rights', 'human rights'}",0.022222222222222223,0.0
464,<__main__.Entity object at 0x7f67238e1470>,Beijing,2,"['Settlement', 'PopulatedPlace', 'Place', 'Location', 'Town']","{627, 2582}",{'Beijing'},0.0,0.0
465,<__main__.Entity object at 0x7f6723d10198>,Australian_Labor_Party,1,"['Organisation', 'Agent', 'PoliticalParty']",{628},{'Labor'},0.2833333333333333,0.2833333333333333
466,<__main__.Entity object at 0x7f6723d10b38>,Frances_Perkins,1,"['Person', 'Agent', 'Politician']",{628},{'Frances Perkins'},0.2833333333333333,0.2833333333333333
467,<__main__.Entity object at 0x7f6723d10ba8>,Cabinet_of_the_United_States,1,"['Organisation', 'Agent', 'GovernmentAgency']",{628},{'cabinet'},0.2833333333333333,0.2833333333333333
468,<__main__.Entity object at 0x7f6723d10668>,Architect,1,[],{628},{'architect'},0.2833333333333333,0.2833333333333333
469,<__main__.Entity object at 0x7f6723d10588>,Fair_Labor_Standards_Act_of_1938,1,[],{628},{'Fair Labor Standards Act'},0.2833333333333333,0.2833333333333333
470,<__main__.Entity object at 0x7f6723814a20>,Yes_(band),7,"['Organisation', 'Group', 'Agent', 'Band']","{1249, 2948, 1298, 2549, 757, 631}",{'Yes'},0.017708333333333336,0.0
471,<__main__.Entity object at 0x7f6723b6d0f0>,Washington_(state),2,"['Region', 'PopulatedPlace', 'Place', 'Location', 'AdministrativeRegion']","{1441, 635}",{'Washington'},0.0,0.0
472,<__main__.Entity object at 0x7f6723d10f60>,Drug,1,[],{636},{'drug'},0.3333333333333333,0.3333333333333333
473,<__main__.Entity object at 0x7f6723d27828>,Tumblr,1,"['Work', 'Website']",{638},{'Tumblr'},0.17045454545454544,0.17045454545454544
474,<__main__.Entity object at 0x7f6723b0c208>,Jimmy_Carter,2,"['Person', 'Agent', 'Politician']","{1512, 639}",{'President Carter'},0.16428571428571428,0.16428571428571428
475,<__main__.Entity object at 0x7f6723d261d0>,Paris_Agreement,1,[],{642},{'Paris climate agreement'},0.0,0.0
476,<__main__.Entity object at 0x7f6723791748>,Paris,4,"['Settlement', 'PopulatedPlace', 'Place', 'Location', 'City']","{3136, 3144, 2658, 643}",{'Paris'},0.2416666666666667,0.23333333333333336
477,<__main__.Entity object at 0x7f67237f5828>,Greenhouse_gas,3,[],"{3136, 643, 2711}",{'emissions'},0.2333333333333333,0.0
478,<__main__.Entity object at 0x7f67237ac710>,Deportation,14,[],"{2944, 678, 647, 712, 3208, 3211, 2957, 785, 691, 2932, 2229, 2263, 2941}","{'mass deportation', 'deport', 'deportation'}",0.02042957042957043,0.0
479,<__main__.Entity object at 0x7f6723797e48>,White_House,19,"['Place', 'Location', 'ArchitecturalStructure', 'Building']","{2913, 1282, 2050, 3107, 997, 743, 648, 2249, 1451, 2507, 3180, 1902, 1714, 1654, 1847, 2968, 2137, 1435, 2527}",{'White House'},0.08752923976608187,0.0
480,<__main__.Entity object at 0x7f6723866cf8>,Legal_liability,4,[],"{648, 2434, 2844, 2432}",{'liability'},0.08333333333333333,0.0
481,<__main__.Entity object at 0x7f6723ce75f8>,Prescription_drug,2,[],"{744, 650}",{'prescription drug'},-0.125,-0.125
482,<__main__.Entity object at 0x7f672379bef0>,Language,3,[],"{3171, 651, 772}",{'language'},-0.22121212121212122,0.0
483,<__main__.Entity object at 0x7f6723d18438>,Spirited,1,"['Work', 'TelevisionShow']",{652},{'spirited'},0.22916666666666666,0.22916666666666666
484,<__main__.Entity object at 0x7f67238fd710>,History_of_the_United_States,4,[],"{1066, 652, 2429, 695}","{'American history', 'U.S. history'}",0.2760416666666667,0.25
485,<__main__.Entity object at 0x7f6723d2c8d0>,Case_study,1,[],{656},{'case study'},-0.7,-0.7
486,<__main__.Entity object at 0x7f6723a64160>,Diplomacy,5,[],"{679, 656, 657, 662, 1912}","{'Diplomacy', 'diplomacy'}",0.03680555555555556,0.014583333333333337
487,<__main__.Entity object at 0x7f6723d2cdd8>,Swing_music,1,"['TopicalConcept', 'Genre', 'MusicGenre']",{657},{'swing'},0.525,0.525
488,<__main__.Entity object at 0x7f6723d2cd30>,Decision-making,1,[],{657},{'decision-making'},0.525,0.525
489,<__main__.Entity object at 0x7f6723a03208>,Uniting_Church_in_Australia,2,[],"{658, 1957}",{'uniting'},0.14166666666666666,0.14166666666666666
490,<__main__.Entity object at 0x7f67239a1d68>,Texas,8,"['Region', 'PopulatedPlace', 'Place', 'Location', 'AdministrativeRegion']","{2209, 2215, 1840, 1778, 1842, 1781, 1493, 663}","{'TX', 'Texas'}",0.11493055555555555,0.0
491,<__main__.Entity object at 0x7f6723d2c978>,Ann_Richards,1,"['Person', 'Agent', 'Politician']",{663},{'Ann Richards'},0.3,0.3
492,<__main__.Entity object at 0x7f6723d2d5f8>,Mirror,1,[],{664},{'mirror'},0.0,0.0
493,<__main__.Entity object at 0x7f6723d20208>,Choking,2,['Disease'],"{667, 670}",{'choking'},-0.06481481481481481,-0.06481481481481481
494,<__main__.Entity object at 0x7f6723d2df28>,The_Neighborhood_(TV_series),1,"['Work', 'TelevisionShow']",{669},{'The neighborhood'},0.0,0.0
495,<__main__.Entity object at 0x7f67239ea8d0>,Vice_president,5,[],"{672, 1120, 1674, 669, 2142}",{'VP'},0.265,0.2
496,<__main__.Entity object at 0x7f6723d2deb8>,Silver_spoon,1,[],{670},{'silver spoon'},0.0,0.0
497,<__main__.Entity object at 0x7f6723d205c0>,Mouth,2,[],{670},{'mouth'},0.0,0.0
498,<__main__.Entity object at 0x7f6723d20358>,Spoon,1,[],{670},{'spoon'},0.0,0.0
499,<__main__.Entity object at 0x7f6723a62a20>,Opposition_to_immigration,3,[],"{1883, 675, 1804}","{'anti-immigrant', 'immigration'}",-0.020833333333333332,0.0
500,<__main__.Entity object at 0x7f6723d2c4e0>,Rave,1,[],{675},{'rave'},-0.0625,-0.0625
501,<__main__.Entity object at 0x7f6723a9e710>,Ann_Coulter,2,"['Agent', 'Person']","{675, 1791}",{'Ann Coulter'},-0.03125,-0.03125
502,<__main__.Entity object at 0x7f6723d206d8>,Bad_Idea,1,[],{680},{'bad idea'},-0.5499999999999999,-0.5499999999999999
503,<__main__.Entity object at 0x7f6723d33748>,NSB_El_18,1,"['MeanOfTransportation', 'Locomotive']",{681},{'el 18'},0.0,0.0
504,<__main__.Entity object at 0x7f6723cf0e48>,Proverb,2,[],"{682, 779}",{'proverb'},0.05,0.05
505,<__main__.Entity object at 0x7f6723d33cf8>,August_18,1,[],{684},{'August 18'},0.0,0.0
506,<__main__.Entity object at 0x7f6723ccf470>,Great_News,1,"['Work', 'TelevisionShow']",{685},{'Great news'},0.8,0.8
507,<__main__.Entity object at 0x7f6723ccf550>,Carolinian_language,1,['Language'],{685},{'Carolinians'},0.8,0.8
508,<__main__.Entity object at 0x7f67239e4240>,Mexican_Americans,3,['EthnicGroup'],"{2140, 1493, 687}","{'Mexican Americans', 'Mexican-American'}",-0.037962962962962976,-0.125
509,<__main__.Entity object at 0x7f6723791390>,Hectare,10,[],"{2499, 2215, 3115, 688, 2832, 3121, 2835, 1685, 2999, 1821}",{'ha'},0.0,0.0
510,<__main__.Entity object at 0x7f6723794978>,Sido_(rapper),2,"['Person', 'Artist', 'Agent', 'MusicalArtist']","{688, 3115}",{'sido'},0.0,0.0
511,<__main__.Entity object at 0x7f6723ccf9b0>,June_3,1,[],{689},{'June 3'},0.0,0.0
512,<__main__.Entity object at 0x7f6723cbe400>,President_of_Brazil,1,[],{690},{'President'},0.0,0.0
513,<__main__.Entity object at 0x7f6723b294e0>,Karla_Caves,6,"['Place', 'NaturalPlace', 'Location', 'Cave']","{1102, 1584, 1586, 1587, 691, 1589}",{'Karla'},0.26666666666666666,0.0
514,<__main__.Entity object at 0x7f6723cbea90>,Perfectly_Clear,1,"['Work', 'MusicalWork', 'Album']",{693},{'perfectly clear'},0.10000000000000002,0.10000000000000002
515,<__main__.Entity object at 0x7f67237bd978>,New_York_Republican_State_Committee,10,"['Organisation', 'Agent', 'PoliticalParty']","{1155, 1865, 2794, 2379, 3017, 2967, 2963, 695, 1624, 2973}",{'GOP'},0.19,0.1
516,<__main__.Entity object at 0x7f6723b5dbe0>,National_security,3,[],"{1418, 939, 695}",{'security'},0.04282407407407408,0.0
517,<__main__.Entity object at 0x7f6723972b00>,George_Washington,4,"['Person', 'Agent', 'Politician']","{698, 1445, 2402, 2407}",{'Washington'},0.0625,0.0
518,<__main__.Entity object at 0x7f6723cf2a20>,Hate_group,3,[],"{801, 772, 709}",{'hate groups'},-0.6666666666666667,-0.8
519,<__main__.Entity object at 0x7f6723af4320>,Make_America_Great_Again,2,[],"{1704, 711}",{'Make America Great Again'},0.45,0.45
520,<__main__.Entity object at 0x7f6723cc9fd0>,Illegal_immigration_to_the_United_States,1,[],{712},{'undocumented immigrant'},-0.04047619047619048,-0.04047619047619048
521,<__main__.Entity object at 0x7f67238fd2b0>,Concrete,3,[],"{712, 2418, 904}",{'concrete'},0.01150793650793652,-0.04047619047619048
522,<__main__.Entity object at 0x7f6723ce02e8>,Universal_Pictures,1,[],{716},{'Universal'},0.0,0.0
523,<__main__.Entity object at 0x7f6723ce0320>,Broadband,1,[],{716},{'broadband'},0.0,0.0
524,<__main__.Entity object at 0x7f67239e40f0>,5G,2,[],"{2155, 716}",{'5G'},0.125,0.125
525,<__main__.Entity object at 0x7f6723ce0390>,Wireless,1,[],{716},{'wireless'},0.0,0.0
