,entita,label,count,types,occurrences,plain_text,sentiment_mean,sentiment_median
0,<__main__.Entity object at 0x7f3187ba5748>,Rallying,42,[],"{0, 1541, 1036, 526, 144, 3089, 1558, 164, 2859, 1580, 1588, 1974, 2107, 63, 2111, 2367, 2115, 3146, 1739, 2941, 1742, 3024, 1624, 2008, 3160, 1246, 351, 1248, 1633, 94, 229, 236, 110, 1265, 3057, 3187, 2167, 2553, 2172, 1277, 1791}",{'rally'},0.2530917405764967,0.2520833333333333
1,<__main__.Entity object at 0x7f31883d22e8>,Mid-America_Center,1,[],{0},{'Mid-America Center'},-0.125,-0.125
2,<__main__.Entity object at 0x7f31883d2320>,RailsWest_Railroad_Museum,1,"['Place', 'Location', 'ArchitecturalStructure', 'Building']",{0},"{'Council Bluffs, Iowa'}",-0.125,-0.125
3,<__main__.Entity object at 0x7f3187c4b2e8>,The_Beach_Boys_Today!,20,"['Work', 'MusicalWork', 'Album']","{160, 1, 1954, 1477, 999, 2119, 3048, 971, 2426, 2159, 1458, 1395, 788, 1459, 2162, 2198, 1497, 922, 61, 510}","{'TODAY!', 'today!'}",0.21592092803030302,0.0
4,<__main__.Entity object at 0x7f3187bdc128>,Hillary_Clinton,173,"['Person', 'Agent', 'Politician']","{3, 1547, 13, 1551, 2579, 20, 21, 532, 534, 542, 33, 1570, 35, 3111, 1583, 50, 566, 2107, 60, 572, 579, 70, 585, 1099, 588, 1100, 3147, 2128, 595, 88, 600, 601, 602, 1114, 606, 1120, 97, 98, 1636, 105, 631, 1144, 635, 640, 1152, 1155, 656, 150, 663, 1178, 669, 1693, 671, 672, 678, 1704, 1193, 170, 683, 1195, 173, 174, 1198, 1202, 1203, 1208, 188, 2240, 196, 199, 208, 1764, 233, 1262, 2801, 1266, 2811, 768, 2818, 259, 1285, 775, 776, 266, 1297, 1301, 1303, 1314, 810, 811, 1323, 814, 1327, 1330, 310, 312, 827, 1339, 1341, 831, 320, 322, 324, 326, 327, 1350, 844, 847, 849, 850, 852, 853, 2393, 346, 866, 1894, 1392, 881, 1394, 884, 885, 1918, 391, 906, 2954, 400, 1429, 921, 410, 931, 932, 425, 427, 1451, 429, 1452, 949, 950, 952, 956, 1471, 448, 1472, 464, 2001, 985, 476, 988, 990, 1500, 1502, 1504, 482, 994, 995, 996, 2016, 487, 2018, 2024, 1514, 491, 1007, 496, 1011, 1013, 1526, 1015, 1016, 511}","{'Clinton', 'Hillary Clinton', 'HRC', 'HILLARY CLINTON'}",-0.06235956266344921,0.0
5,<__main__.Entity object at 0x7f31883d24a8>,United_States_House_Committee_on_the_Judiciary,1,[],{3},{'Claims'},-0.4000000000000001,-0.4000000000000001
6,<__main__.Entity object at 0x7f3187d0ecf8>,Corporation,2,[],"{3, 2790}",{'Disclosure'},-0.16000000000000003,-0.16000000000000003
7,<__main__.Entity object at 0x7f3188318e10>,CNBC,3,"['Organisation', 'Broadcaster', 'Agent', 'TelevisionStation']","{4, 21, 166}",{'CNBC'},0.25,0.25
8,<__main__.Entity object at 0x7f3187bdc518>,Time_(magazine),6,"['WrittenWork', 'Work', 'PeriodicalLiterature', 'Magazine']","{4, 3145, 2578, 1395, 22, 1918}","{'TIME', 'Time magazine', 'TIME magazine'}",0.046875,0.0
9,<__main__.Entity object at 0x7f3187bb0390>,Donald_Trump,298,"['Person', 'Agent', 'Politician']","{4, 517, 1544, 2056, 2059, 13, 1550, 16, 1040, 3088, 20, 21, 3092, 23, 1048, 1049, 3095, 1563, 2588, 2589, 2078, 2079, 3096, 2594, 1573, 2597, 2598, 1576, 2552, 2602, 2091, 1071, 1586, 2100, 2102, 3130, 60, 2108, 64, 2625, 69, 72, 3149, 1102, 1108, 2132, 2135, 2142, 3166, 1632, 1121, 610, 2147, 3167, 3173, 616, 1129, 618, 1644, 3180, 2671, 629, 3189, 119, 2171, 125, 638, 3198, 2688, 2689, 2690, 2691, 2692, 2693, 646, 1158, 1672, 2184, 1162, 1163, 2186, 2694, 2695, 2696, 2697, 2698, 1170, 2706, 3216, 154, 1178, 1179, 2715, 2716, 1187, 2724, 2725, 1190, 2726, 1704, 1196, 685, 1197, 2987, 2234, 2746, 2237, 2238, 2240, 2754, 1221, 1225, 1737, 1227, 1228, 2762, 1742, 2254, 208, 1749, 1750, 2262, 217, 1753, 1754, 2266, 1757, 2782, 3199, 1763, 3200, 230, 231, 1767, 1768, 753, 2803, 1269, 2293, 1784, 3205, 2818, 2901, 773, 263, 2902, 2831, 2835, 1301, 2839, 2840, 2846, 287, 288, 2850, 2340, 1829, 295, 2343, 2855, 1322, 1834, 2858, 2859, 303, 2358, 311, 2359, 1849, 2876, 2877, 1342, 1343, 1856, 2366, 1347, 1860, 1351, 2891, 2894, 2386, 1363, 2387, 2898, 2390, 2391, 1368, 1369, 1370, 1880, 1881, 1885, 2392, 1375, 2396, 2915, 2916, 357, 1896, 1899, 2923, 1902, 2414, 2928, 2929, 2931, 1909, 1404, 2941, 1406, 2430, 2942, 2943, 2950, 1929, 2442, 2443, 2446, 400, 1426, 1437, 2463, 2979, 1444, 2468, 1959, 937, 938, 1451, 1452, 1963, 430, 943, 944, 1457, 2481, 2482, 2484, 2995, 952, 1977, 3002, 1467, 447, 1472, 1984, 1986, 1987, 1988, 1477, 1989, 1479, 456, 457, 968, 3017, 3019, 2002, 3026, 2516, 3027, 1495, 986, 475, 2524, 481, 994, 995, 2019, 3043, 2534, 2024, 489, 1513, 2538, 2029, 2033, 2040, 1022}","{'Trump', 'Donald J Trump', 'DONALD TRUMP', 'Donald Trump', 'President Trump'}",0.19118144046067434,0.1
10,<__main__.Entity object at 0x7f318854fef0>,2016_United_States_presidential_debates,1,[],{4},{'presidential debate'},0.25,0.25
11,<__main__.Entity object at 0x7f3187bb0be0>,Make_America_Great_Again,150,[],"{1536, 1025, 1537, 1538, 4, 2562, 6, 8, 9, 2569, 11, 525, 526, 1037, 3085, 20, 22, 534, 535, 1561, 27, 1563, 1564, 2077, 35, 39, 40, 570, 1599, 2113, 66, 71, 2634, 75, 3147, 80, 1616, 1619, 2655, 611, 1124, 2659, 3174, 3176, 2160, 3187, 628, 2678, 123, 1663, 133, 135, 136, 2186, 651, 652, 141, 142, 3214, 1681, 3217, 155, 668, 1180, 162, 164, 1189, 2214, 1192, 2220, 180, 1716, 182, 184, 2235, 190, 198, 1224, 208, 726, 2778, 224, 2784, 228, 2276, 2797, 2800, 753, 1269, 250, 1275, 2298, 1792, 769, 259, 773, 1797, 1799, 266, 1803, 1294, 783, 272, 273, 1298, 1810, 1308, 1824, 1835, 2372, 1862, 331, 2380, 1871, 2404, 360, 1391, 368, 369, 2417, 373, 1910, 384, 1932, 909, 2956, 923, 1956, 424, 2478, 943, 2997, 1464, 1465, 442, 1977, 2495, 457, 1488, 2521, 2525, 480, 2017, 1512, 490, 492, 505, 507, 508, 1533}","{'MAKE AMERICA GREAT AGAIN', 'MAGA', 'Make America Great Again'}",0.5216041695476591,0.5
12,<__main__.Entity object at 0x7f318853a358>,Little_Havana,1,"['Settlement', 'PopulatedPlace', 'Place', 'Location', 'CityDistrict']",{5},{'Little Havana'},0.2828125,0.2828125
13,<__main__.Entity object at 0x7f3187d0e128>,Race_and_ethnicity_in_the_United_States_Census,15,[],"{5, 1445, 1439, 1503, 1179, 2782, 302, 1170, 1499, 1498, 317, 765, 1502, 991}","{'Hispanics', 'Latino', 'Black', 'Native American', 'Hispanic'}",0.16958987193362193,0.16666666666666666
14,<__main__.Entity object at 0x7f31883bd6a0>,24_Hrs_(album),1,"['Work', 'MusicalWork', 'Album']",{6},{'24 hrs'},0.0,0.0
15,<__main__.Entity object at 0x7f3187ba19e8>,United_States,185,"['PopulatedPlace', 'Place', 'Location', 'Country']","{3072, 516, 6, 10, 1550, 2064, 3094, 1047, 1048, 3097, 26, 3098, 2076, 2077, 547, 37, 2086, 1063, 2597, 2599, 3110, 2603, 1068, 3111, 2614, 567, 571, 2116, 69, 1606, 2118, 3140, 588, 2127, 1107, 84, 2133, 2135, 2654, 2146, 1125, 1126, 618, 109, 2672, 2163, 124, 638, 3205, 135, 2186, 1675, 2709, 1686, 1176, 2712, 1180, 158, 1187, 2724, 678, 2726, 2222, 2226, 1715, 696, 2746, 194, 203, 2763, 205, 2764, 1748, 1239, 2776, 217, 729, 1245, 2275, 744, 1267, 2292, 2804, 2806, 2295, 760, 2809, 253, 2302, 2814, 2817, 770, 262, 2825, 2318, 1295, 1296, 273, 1299, 789, 2839, 1310, 804, 2852, 295, 808, 1831, 1837, 815, 1840, 1841, 1334, 2363, 2875, 853, 2389, 1879, 1370, 347, 1884, 861, 2395, 1890, 1895, 2407, 2924, 1390, 2927, 368, 2932, 1913, 1914, 2937, 2938, 902, 1931, 399, 912, 926, 415, 416, 417, 929, 1439, 2975, 1446, 1958, 937, 2477, 942, 944, 434, 1970, 2995, 2486, 1987, 1988, 970, 459, 975, 464, 979, 1496, 2523, 990, 1508, 999, 1512, 1514, 1006, 495, 3056, 1009, 3058, 1535}","{'U.S.', 'America', 'U.S.A.', 'American', 'US', 'USA', 'United States', 'Union'}",0.1352228835978836,0.041666666666666664
16,<__main__.Entity object at 0x7f3187bf1ac8>,NBC,12,"['Organisation', 'Broadcaster', 'Agent', 'BroadcastNetwork']","{1857, 193, 7, 2186, 3088, 3125, 3129, 187, 2524, 2685, 190, 2527}",{'NBC'},0.08615530303030304,0.015625
17,<__main__.Entity object at 0x7f3187c94a90>,Nice,13,"['PopulatedPlace', 'Place', 'Location', 'Settlement']","{416, 1856, 548, 7, 1289, 204, 2604, 1230, 1103, 784, 785, 786, 2775}",{'Nice'},0.3344842657342657,0.4666666666666666
18,<__main__.Entity object at 0x7f3187be0da0>,The_Wall_Street_Journal,19,"['WrittenWork', 'Work', 'PeriodicalLiterature', 'Newspaper']","{1856, 2848, 2148, 2022, 2023, 2024, 2471, 10, 1710, 3088, 156, 2225, 2520, 2524, 1404, 2527}","{'WSJ', 'Wall Street Journal'}",0.1687476325757576,0.018750000000000006
19,<__main__.Entity object at 0x7f3187d1b748>,Blue-collar_worker,2,[],"{2604, 13}","{'blue collar', 'blue-collar'}",0.26704545454545453,0.26704545454545453
20,<__main__.Entity object at 0x7f31883b0e80>,Billionaire,1,[],{13},{'billionaire'},0.35,0.35
21,<__main__.Entity object at 0x7f3187c9bcf8>,Twitter,21,"['Work', 'Website']","{128, 2177, 2819, 2181, 14, 2702, 1809, 1177, 1437, 1440, 163, 52, 1348, 842, 2777, 1499, 1381, 871, 1384, 1901, 379}","{'tweet', 'Twitter', 'twitter', 'tweets', 'tweeted', 'Tweet', 'tweeting'}",0.14904229368515082,0.1125
22,<__main__.Entity object at 0x7f3187cbb7b8>,I_Won,13,"['Work', 'MusicalWork', 'Song']","{2465, 2020, 2456, 1510, 2568, 2830, 15, 2351, 2195, 2036, 1528, 1241, 1886}","{'I WON', 'I won'}",0.09360882173382173,0.0
23,<__main__.Entity object at 0x7f3187c0a9e8>,CNN,108,"['Organisation', 'Broadcaster', 'Agent', 'TelevisionStation']","{15, 1552, 530, 531, 533, 24, 537, 538, 539, 540, 541, 542, 3100, 549, 2597, 2600, 556, 1074, 3124, 2630, 601, 3161, 1634, 101, 115, 2687, 1664, 1667, 1156, 1157, 685, 2734, 2735, 2736, 1201, 185, 187, 188, 189, 2759, 2254, 209, 239, 752, 753, 242, 243, 1778, 1779, 2289, 763, 764, 2840, 2330, 285, 1309, 1821, 2855, 2859, 303, 824, 2364, 1341, 1853, 831, 1857, 1349, 1351, 2888, 2889, 330, 1870, 1360, 2901, 2397, 2912, 2919, 1900, 1901, 1406, 1425, 1427, 940, 429, 434, 437, 441, 1977, 446, 3008, 3011, 1479, 1481, 3018, 1484, 2510, 2511, 984, 985, 3032, 2542, 2044}","{'cnn', 'CNN'}",0.07880445149440247,0.0
24,<__main__.Entity object at 0x7f3187da6d68>,History_of_the_United_States_Democratic_Party,10,"['Organisation', 'Agent', 'PoliticalParty']","{234, 654, 1102, 16, 947, 311, 2428, 1500, 1340, 2333}",{'Democrats'},0.04978703703703705,0.0018518518518518452
25,<__main__.Entity object at 0x7f3187d4d6a0>,Great_Debate_(astronomy),2,[],"{2688, 18}","{'great debate', 'Great debate'}",0.7250000000000001,0.7250000000000001
26,<__main__.Entity object at 0x7f3187bdc470>,Enjoy_Records,89,"['Organisation', 'Company', 'Agent', 'RecordLabel']","{514, 1542, 2570, 1552, 18, 1557, 1574, 1584, 3121, 1591, 3129, 77, 3151, 96, 2660, 103, 1141, 2677, 1655, 2168, 2685, 2687, 130, 132, 137, 140, 143, 1682, 2194, 1700, 166, 1722, 1214, 2752, 1743, 2257, 210, 2785, 2786, 1251, 1256, 2289, 2296, 252, 1802, 1291, 1812, 1822, 1825, 807, 2865, 309, 2893, 342, 856, 857, 863, 354, 1892, 1381, 1384, 2411, 2416, 370, 2419, 2937, 2938, 388, 2948, 908, 2448, 2963, 920, 422, 2472, 1967, 433, 443, 1478, 1486, 2511, 1489, 1490, 473, 2546, 1523, 1525, 2042, 2043}","{'Enjoy', 'Enjoy!', 'ENJOY!', 'enjoy!'}",0.4839002991390632,0.5
27,<__main__.Entity object at 0x7f3187d1a828>,State_Administration_of_Foreign_Exchange,9,"['Organisation', 'Agent', 'GovernmentAgency']","{288, 2593, 2436, 2413, 2512, 81, 2610, 19, 2326}",{'SAFE'},0.5577861952861953,0.5568181818181818
28,<__main__.Entity object at 0x7f31883b4550>,National_Institute_for_Health_and_Care_Excellence,1,"['Organisation', 'Agent', 'GovernmentAgency']",{23},{'NICE'},0.375,0.375
29,<__main__.Entity object at 0x7f3187bb1d30>,Wow_(Kylie_Minogue_song),51,"['Work', 'MusicalWork', 'Song']","{1664, 2433, 1794, 3072, 2566, 1416, 3212, 1805, 1427, 2453, 24, 2713, 670, 2847, 1571, 2212, 549, 1961, 2861, 174, 558, 1200, 2351, 692, 2101, 1977, 200, 1480, 587, 1867, 206, 1870, 3027, 2263, 2136, 3033, 730, 1629, 1250, 1891, 2147, 2789, 3043, 1899, 2032, 241, 1394, 1907, 2423, 1532, 1407}",{'Wow'},0.10643247248394308,0.11203703703703705
30,<__main__.Entity object at 0x7f3187c33748>,Governor,19,[],"{185, 869, 2120, 73, 490, 779, 492, 333, 780, 2348, 3033, 2290, 2035, 2324, 25, 26, 2780, 733, 543}",{'Governor'},0.27354399255715045,0.08666666666666667
31,<__main__.Entity object at 0x7f3187dc8198>,Local_exchange_trading_system,11,[],"{2274, 2275, 2466, 198, 1607, 1673, 1611, 2380, 1677, 81, 26}","{'Lets', 'LETS'}",0.301171875,0.244140625
32,<__main__.Entity object at 0x7f3187d0e550>,Logical_conjunction,17,[],"{2778, 2466, 323, 899, 1923, 2488, 268, 365, 575, 716, 1072, 666, 760, 377, 26, 1918, 95}",{'AND'},0.4179718137254902,0.43333333333333335
33,<__main__.Entity object at 0x7f3187c07940>,United_States_Senate,54,"['Organisation', 'Agent', 'Legislature']","{3072, 2177, 770, 2306, 2307, 2312, 2316, 2195, 2709, 2967, 1432, 27, 924, 1437, 2077, 1439, 1441, 1446, 299, 942, 2355, 2356, 2809, 2230, 2241, 450, 706, 2753, 2373, 839, 463, 467, 1107, 2260, 2013, 1122, 868, 870, 1254, 236, 1267, 3188, 1654, 2808, 2169, 2810, 2171, 765}","{'Senate', 'senator', 'US Senator', 'Senator', 'Senators'}",0.14466422032828283,0.07500000000000001
34,<__main__.Entity object at 0x7f31884dfb00>,Ransom,1,[],{28},{'Ransom'},0.0,0.0
35,<__main__.Entity object at 0x7f318811d898>,Clinton_Foundation,5,"['Agent', 'Organisation']","{321, 353, 1066, 540, 29}",{'Clinton Foundation'},-0.05,0.0
36,<__main__.Entity object at 0x7f3188106f60>,Benghazi,4,"['Settlement', 'PopulatedPlace', 'Place', 'Location', 'City']","{993, 1178, 932, 29}",{'Benghazi'},-0.3041666666666667,-0.3583333333333334
37,<__main__.Entity object at 0x7f3187c40780>,Barack_Obama,71,"['Person', 'Agent', 'Politician']","{768, 2178, 516, 3079, 1292, 1038, 149, 150, 1947, 668, 1948, 30, 798, 2717, 545, 36, 1957, 2981, 1961, 429, 1070, 1327, 48, 561, 2480, 692, 1076, 1080, 826, 827, 956, 2302, 959, 2625, 1221, 1350, 1099, 972, 973, 2251, 1232, 2388, 1239, 345, 1113, 1114, 220, 989, 862, 864, 865, 226, 227, 612, 994, 2915, 105, 2537, 107, 619, 109, 620, 2923, 498, 499, 500, 757, 1398, 1150}","{'Barrack Obama', 'debating', 'Obama', 'President Obama'}",-0.11843995074973335,-0.08333333333333331
38,<__main__.Entity object at 0x7f3187b952b0>,Islamic_State_of_Iraq_and_the_Levant,40,[],"{1922, 1923, 644, 3203, 647, 654, 533, 1429, 921, 1307, 2971, 30, 1189, 678, 425, 429, 1327, 1328, 1329, 2103, 700, 453, 1487, 594, 603, 1883, 93, 2654, 994, 873, 874, 875, 499, 1014, 761, 1914, 636, 2429}","{'ISIS', 'IS'}",0.05604445091184401,0.0
39,<__main__.Entity object at 0x7f31883d29b0>,A_Global_Threat,1,"['Organisation', 'Group', 'Agent', 'Band']",{30},{'A Global Threat'},0.0,0.0
40,<__main__.Entity object at 0x7f3187bb0e10>,Donald_Trump_on_social_media,330,[],"{2057, 2058, 3082, 1036, 2572, 526, 2574, 1040, 3089, 3090, 1044, 3094, 3095, 1048, 1049, 1565, 2590, 31, 2079, 2081, 34, 2082, 2595, 2597, 38, 2598, 40, 41, 1576, 2599, 49, 51, 53, 1078, 2613, 1592, 2615, 575, 2630, 3149, 78, 2126, 2127, 2128, 2129, 2641, 1108, 2135, 3172, 1116, 1118, 1119, 1121, 1122, 1123, 3171, 1125, 101, 1127, 616, 1128, 102, 1131, 107, 1133, 621, 622, 1134, 1877, 2172, 2386, 3199, 128, 1664, 3201, 3202, 3204, 1669, 1670, 2183, 3205, 3206, 138, 3207, 1164, 2701, 1166, 2702, 2704, 3209, 3213, 3214, 3215, 3217, 1175, 1689, 154, 1179, 156, 2714, 158, 2716, 1186, 1187, 1188, 1189, 1190, 1701, 1702, 2724, 2726, 1709, 2734, 1711, 176, 1712, 2225, 1204, 1205, 696, 697, 2745, 2236, 709, 2762, 1739, 1740, 1741, 2765, 2766, 2768, 209, 2258, 2769, 2770, 2898, 1750, 1751, 2777, 1755, 1756, 1759, 1760, 1762, 1763, 228, 229, 230, 231, 232, 1767, 1768, 1769, 1770, 1772, 238, 239, 1778, 1779, 756, 2389, 1270, 1782, 1272, 1273, 1274, 1275, 1783, 1784, 1785, 1786, 2390, 1883, 2392, 262, 1801, 2318, 2319, 2320, 1809, 274, 2322, 2323, 2903, 2396, 1305, 2841, 1819, 284, 1820, 1821, 1823, 2842, 2337, 2843, 2845, 292, 2340, 2342, 295, 2343, 2344, 2849, 2850, 2853, 2854, 2856, 2857, 2858, 2859, 2358, 2359, 2360, 1850, 1851, 2362, 2364, 1342, 2365, 1346, 1349, 2887, 1352, 2890, 331, 1355, 2892, 1358, 1359, 1360, 2897, 1362, 1363, 1364, 1365, 1366, 1367, 1368, 1369, 1370, 1371, 1372, 1373, 1374, 1375, 1376, 1881, 1378, 1379, 1380, 357, 358, 2401, 360, 1900, 2924, 366, 367, 1903, 1906, 1395, 2418, 373, 2930, 2932, 1912, 2933, 2939, 2941, 1925, 1928, 1929, 1930, 1419, 1421, 1423, 2906, 2964, 919, 2458, 928, 935, 936, 1960, 938, 939, 2983, 2477, 430, 431, 432, 1968, 2481, 2993, 2484, 2485, 2486, 2994, 1466, 2493, 2494, 1475, 1476, 3013, 454, 1479, 968, 969, 458, 1483, 1998, 2510, 1492, 472, 3032, 992, 3045, 998, 999, 1003, 2846, 2033, 2040, 2848, 1019, 2046, 2047}","{'@RealDonaldTrump', '@realdonaldtrump', '@realDonaldTrump'}",0.2181412049792927,0.1
41,<__main__.Entity object at 0x7f3187ece8d0>,North_American_Free_Trade_Agreement,14,"['PopulatedPlace', 'Place', 'Location', 'Country']","{704, 1475, 613, 2086, 2117, 1386, 562, 787, 2098, 2074, 573, 2078, 31}",{'NAFTA'},0.013596866096866101,-0.15
42,<__main__.Entity object at 0x7f3187b95898>,The_Tonight_Show,111,"['Work', 'TelevisionShow']","{514, 1542, 3081, 2059, 1036, 3092, 2581, 2587, 543, 31, 1058, 1572, 2609, 3121, 51, 3124, 3125, 63, 584, 1097, 77, 2643, 596, 3162, 96, 1635, 3171, 3185, 3187, 1141, 2168, 632, 128, 130, 3202, 132, 3206, 2195, 148, 1700, 2734, 1199, 181, 2744, 2233, 1722, 1211, 1723, 1214, 1726, 2759, 2257, 210, 724, 2263, 728, 1251, 1252, 2283, 750, 2289, 754, 1271, 760, 2298, 252, 1791, 1802, 2827, 1805, 270, 1806, 2840, 2844, 2847, 807, 2855, 2858, 2865, 2361, 2363, 1353, 1870, 856, 857, 2906, 1384, 1385, 2418, 381, 388, 2948, 2439, 908, 397, 2448, 422, 1962, 433, 443, 1981, 965, 2510, 2511, 3028, 1493, 2015, 1005, 1520, 2546}","{'TONIGHT', 'tonight!', 'The Tonight Show', 'TONIGHT!', 'tonight', 'Tonight'}",0.3441562418011282,0.41577380952380955
43,<__main__.Entity object at 0x7f3187bef048>,Russia,13,"['PopulatedPlace', 'Place', 'Location', 'Country']","{32, 545, 645, 646, 677, 618, 3115, 240, 1329, 149, 1429, 631, 638}",{'Russia'},-0.1622620435120435,-0.07916666666666666
44,<__main__.Entity object at 0x7f31883adc18>,Korea,1,"['PopulatedPlace', 'Place', 'Location', 'Country']",{32},{'Korea'},0.35,0.35
45,<__main__.Entity object at 0x7f3187be9cc0>,Iran,14,"['PopulatedPlace', 'Place', 'Location', 'Country']","{32, 33, 3110, 3115, 495, 497, 498, 499, 3058, 3059, 3093, 3098, 478, 511}","{'IRAN', 'Iran'}",-0.17527281746031748,-0.14583333333333331
46,<__main__.Entity object at 0x7f31883adf60>,Sweetheart_deal,1,[],{32},{'sweetheart deal'},0.35,0.35
47,<__main__.Entity object at 0x7f31880d2668>,Libya,3,"['PopulatedPlace', 'Place', 'Location', 'Country']","{33, 1307, 449}","{'Libya', 'LIBYA'}",-0.2972222222222222,-0.2916666666666667
48,<__main__.Entity object at 0x7f3187d26ef0>,Iraq,5,"['PopulatedPlace', 'Place', 'Location', 'Country']","{33, 552, 2633, 139, 1307}","{'Iraq', 'IRAQ'}",-0.4083333333333333,-0.375
49,<__main__.Entity object at 0x7f31883ce630>,Russian_reset,1,[],{33},{'RUSSIAN RESET'},-0.5,-0.5
50,<__main__.Entity object at 0x7f31883ce128>,2012_Benghazi_attack,1,[],{33},{'BENGHAZI'},-0.5,-0.5
51,<__main__.Entity object at 0x7f31883cc940>,Miho_Karasawa,1,"['Person', 'Artist', 'Agent', 'MusicalArtist']",{34},{'TRUE'},0.2119047619047619,0.2119047619047619
52,<__main__.Entity object at 0x7f3187ece240>,Trans-Pacific_Partnership,12,[],"{640, 34, 2116, 613, 2086, 47, 2098, 2078, 663, 573, 702, 639}","{'Trans Pacific Partnership', 'TPP'}",-0.05287367724867723,-0.075
53,<__main__.Entity object at 0x7f31883cc1d0>,Gold_standard,1,[],{34},{'gold standard'},0.2119047619047619,0.2119047619047619
54,<__main__.Entity object at 0x7f3187d70550>,Iraq_War,4,"['SocietalEvent', 'Event', 'MilitaryConflict']","{2561, 2482, 35, 663}",{'Iraq War'},0.0037499999999999964,0.0
55,<__main__.Entity object at 0x7f31883ad908>,Trafficked,1,"['Work', 'Film']",{36},{'Trafficked'},0.0,0.0
56,<__main__.Entity object at 0x7f31883ad710>,Rumor,1,[],{36},{'Rumors'},0.0,0.0
57,<__main__.Entity object at 0x7f3188348898>,Jesse_Jackson,2,"['Person', 'Agent', 'Politician']","{38, 238}",{'Jesse Jackson'},0.25,0.25
58,<__main__.Entity object at 0x7f31883cc438>,Ableton,1,"['Organisation', 'Agent', 'Company']",{38},{'Push'},0.0,0.0
59,<__main__.Entity object at 0x7f3187c33518>,Coalition,3,[],"{1096, 38, 3031}",{'Coalition'},0.0,0.0
60,<__main__.Entity object at 0x7f3187d4c278>,Police,12,[],"{833, 39, 1162, 715, 2700, 654, 624, 1170, 118, 761, 444, 637}","{'police', 'law enforcement'}",0.1527777777777778,0.04375000000000001
61,<__main__.Entity object at 0x7f3187bdec18>,President_of_the_United_States,113,[],"{516, 3086, 1056, 1573, 2597, 40, 2613, 1078, 64, 1094, 2127, 593, 1105, 1106, 1119, 1644, 2156, 2158, 1143, 2170, 2173, 1155, 2180, 1158, 1674, 2190, 2711, 1176, 1177, 2202, 2209, 2210, 1193, 171, 1200, 1202, 1203, 700, 196, 709, 2252, 1741, 1230, 221, 1757, 1764, 1255, 744, 1767, 2801, 2290, 1782, 1784, 2811, 267, 1303, 1312, 2852, 2857, 1327, 2352, 1329, 1330, 311, 1342, 2373, 2887, 1352, 1361, 1876, 853, 2391, 1398, 890, 2432, 2946, 900, 1929, 2960, 913, 1426, 2964, 2967, 1947, 420, 1444, 1445, 935, 2989, 2990, 2992, 2995, 2488, 959, 1987, 1988, 1494, 2006, 483, 1508, 485, 3046, 999, 2536, 2537, 2538, 496, 498, 2038, 2040, 1532}","{'Presidential Candidate', 'President', 'president', '@POTUS', 'presidential', 'POTUS'}",0.05249622593372594,0.0
62,<__main__.Entity object at 0x7f3187d030f0>,Election,9,[],"{2049, 2753, 1832, 41, 815, 2543, 1014, 1436, 2750}",{'election'},0.23565416065416064,0.15000000000000002
63,<__main__.Entity object at 0x7f3187ba1e10>,Politician,14,[],"{2137, 2304, 2307, 1925, 3198, 2281, 42, 2095, 1939, 2644, 2390, 1625, 410, 2558}","{'Politician', 'politician'}",0.009403344671201819,-0.033482142857142856
64,<__main__.Entity object at 0x7f3187f921d0>,Bcl-2-associated_death_promoter,8,"['Gene', 'Biomolecule', 'HumanGene']","{676, 1834, 43, 594, 1202, 853, 694, 282}",{'BAD'},-0.4113578869047618,-0.33999999999999997
65,<__main__.Entity object at 0x7f3187c145c0>,Tax,8,[],"{70, 43, 427, 1758, 2974, 566, 2589, 574}","{'tax', 'TAX'}",-0.06593749999999997,0.030000000000000006
66,<__main__.Entity object at 0x7f3187c40e80>,Bill_Clinton,27,"['Person', 'Agent', 'Politician']","{643, 1157, 904, 905, 271, 3090, 403, 1046, 934, 554, 44, 1083, 701, 318, 704, 323, 1475, 463, 982, 1623, 989, 478, 612, 877, 878, 882, 763}","{'Clinton', 'CLINTON', 'Bill Clinton'}",0.054509967398856295,0.0
67,<__main__.Entity object at 0x7f3187ea47f0>,Economy,12,[],"{1895, 458, 1386, 44, 1004, 2064, 1012, 1014, 1783, 1564}",{'economy'},0.07657738095238095,0.008333333333333318
68,<__main__.Entity object at 0x7f3187de3b00>,DC_Comics,2,"['Organisation', 'Company', 'Agent', 'Publisher']","{2361, 45}",{'DC'},-0.09444444444444444,-0.09444444444444444
69,<__main__.Entity object at 0x7f3188386828>,Magnet,2,[],"{129, 46}",{'magnet'},0.9,0.9
70,<__main__.Entity object at 0x7f3188386860>,Innovation,2,[],"{129, 46}",{'innovation'},0.9,0.9
71,<__main__.Entity object at 0x7f31883cfa90>,John_Kerry,1,"['Person', 'Agent', 'Politician']",{47},{'John Kerry'},-0.6999999999999998,-0.6999999999999998
72,<__main__.Entity object at 0x7f318811f780>,Debt,4,[],"{48, 1009, 1010}",{'debt'},0.05000000000000004,0.0500000000000001
73,<__main__.Entity object at 0x7f3187e2e7b8>,Social_media,4,[],"{2280, 51, 844, 1247}",{'social media'},-0.035416666666666666,0.025
74,<__main__.Entity object at 0x7f31883cca58>,Neu!,1,"['Organisation', 'Group', 'Agent', 'Band']",{53},{'HER'},-0.1,-0.1
75,<__main__.Entity object at 0x7f31883ccda0>,American_football,1,"['Activity', 'Sport']",{53},{'defense'},-0.1,-0.1
